lähdeaineistotunnus%käsite%määritelmä%selite%lähteet%luokka%lisätiedot%tieteellinen nimi
1164%suolakkokasvi% [kasvi|kasvi], joka menestyy suolaisessa elinympäristössä%Suolakkokasvit voivat kasvaa suolaisessa vedessä tai rannalla tai suolan rikastamassa maassa. Suolakkokasveilla on erityisen suuri tehokas osmoottinen potentiaali. Suolakkokasvit ovat sopeutuneet torjumaan liiallista suolapitoisuutta joko erittämällä ylimääräisen suolan erityisten suolarauhasten tai takkokarvojen avulla tai laimentamalla solunsisäistä suolapitoisuutta rakenteidensa korkealla vesipitoisuudella (sukkulenttisuudella).Ehdolliset (fakultatiiviset) suolakkokasvit sietävät korkeaa suolapitoisuutta, mutta eivät tarvitse sitä. Ehdottomat (obligatoriset) suolakkokasvit puolestaan vaativat kasvaakseen vähintään tietyn suolapitoisuuden.Suomen rannikkoalueilla yleisiä suolakkokasveja ovat mm. meriratamo ja merisuolake; äärevintä suolankestoa edustavat harvinaiset pikkukilokki ja suolayrtti.%Piirainen, FN2004, SLT2006, Väre, BS2001%Kasviekologia, kasvityyppi%%
1209%talventörröttäjä% [kasvi|kasvi], jonka syksyllä kuollut verso säilyy pystyssä talven yli%Talventörröttäjiä ovat esimerkiksi pujo (Artemisia vulgaris), ohdakkeet (Cirsium spp.) ja takiaiset (Arctium spp.).%Väre, SPK2005, BS2001%Kasviekologia, kasvityyppi%%
1210%talvisiementäjä% [kasvi|kasvi], jonka siemenet irtoavat talven aikana%Talvisiementäjien siemenet kypsyvät usein vasta juuri ennen talven saapumista, irtoavat talvimyrskyissä ja leviävät tuulen avustuksella tehokkaasti. Tyypillisiä talvisiementäjiä ovat talventörröttäjinäkin tunnettujen ruohovartisten kasvien (ohdakkeet, pujo yms.) lisäksi kuusi (Picea abies), mänty (Pinus sylvestris), jalavat (Ulmus spp.) ja vaahtera (Acer platanoides). Monet eläimet, varsinkin linnut, syövät talvisiementäjien siemeniä.%Väre, BS2001%Kasviekologia, kasvityyppi%%
1236%kesäkasvi% [kasvi|kasvi], josta talvehtivat ainoastaan siemenet%Kesäkasveja eli terofyytteja ovat esimerkiksi kaikki  [kevätyksivuotinen|kevätyksivuotiset] kasvit. Kesäkasvien verso kuolee syksyllä, joten niihin ei synny talvehtivia silmuja.%FN2004, SLT2006, Väre, BS2001%Kasviekologia, kasvityyppi%%
1261%tulokas% [laji|laji], joka on saapunut esiintymisalueelleen ihmistoiminnan vaikutuksesta%Tulokaskasveja tavataan useimmiten vain ihmisen muokkaamilla paikoilla; jotkut lajit ovat kuitenkin pystyneet asettumaan luonnontilaiseen ympäristöön.%Piirainen, FN2004, Väre, SLT2006%Kasviekologia, kasvityyppi%%
1282%typensuosija% [kasvilaji|kasvilaji], joka suosii typpipitoista kasvualustaa%Typpipitoisia kasvualustoja ovat esimerkiksi puutarhamaat ja monet maatalouden muovaamat paikat.%FN2004, Väre%Kasviekologia, kasvityyppi%%
1319%uposkasvi% [vesikasvi|vesikasvi], joka kasvaa kokonaan vedenpinnan alla%%Kalela1971, RK1998, Piirainen, SLT2006%Kasviekologia, kasvityyppi%%
1323%vakiintunut tulokas% [tulokas|tulokas], joka on pystynyt asettumaan esiintymisalueelleen pysyvästi%%Piirainen, SLT2006%Kasviekologia, kasvityyppi%%
1390%viljelykarkulainen%viljelty  [kasvi|kasvi], joka on siirtynyt viljelyn kohteena olevalta kasvupaikaltaan sen ulkopuoliseen luontoon%Viljelykarkulaiset voivat siirtyä viljelyalueelta sen ulkopuolelle spontaanisti (esimerkiksi tuulen mukana) tai tahattomasti ihmisen mukana (vrt.  [tahaton_tulokas|tahaton tulokas]). Viljelykarkulaiset esiintyvät uudessä elinympäristössään  [alkuperäiskasvi|alkuperäiskasvien] tapaan.%FN2004, SLT2006, Väre, SPK2005%Kasviekologia, kasvityyppi%%
1438%yksivuotinen% [kasvi|kasvi], jonka elämänkierto kestää vain yhden vuoden%Yksivuotinen kasvi itää, kukkii, siementää ja kuolee yhden vuoden aikana. Yksivuotiset kasvit voivat olla joko  [kevätyksivuotinen|kevätyksivuotisia] tai  [syysyksivuotinen|syysyksivuotisia].%Kalela1971, RK1998, Piirainen, FN2004, Väre, SLT2006, OKT2005, BS2001%Kasviekologia, kasvityyppi%%
1440%ylitalvinen% [yksivuotinen|yksivuotinen]  [kasvi|kasvi], joka itää syksyllä, talvehtii taimiasteisena talvella ja seuraavalla kasvukaudella kukkimisen ja siementämisen jälkeen kuolee%%RK1998, Piirainen, Väre, SLT2006, Kalela1971, OKT2005%Kasviekologia, kasvityyppi%%
1470%kulttuurinsuosija% [kasvi|kasvi], joka tulee toimeen ilman ihmistä mutta hyötyy ihmisen toiminnasta%Kulttuurinsuosijat kuuluvat esiintymisseutunsa  [alkuperäinen|alkuperäiseen] lajistoon, mutta ovat siirtyneet ihmisen muokkaamille, suotuisille kasvupaikoille, kuten pellonlaiteille tai ojanpientareille.%FN2004, SLT2006, Väre, BS2001%Kasviekologia, kasvityyppi%%
1527%allopatrinen% [populaatio|populaatio], joka elää maantieteellisesti eri alueella kuin vertailukohtana oleva%Geenien vaihdunta allopatristen populaatioiden välillä on rajoittunutta tai täysin estynyttä.%FN2004, BS2001%Kasviekologia, kasvityyppi%%
1528%allopolyploidi%kahden eri diploidilajin risteytymisessä syntyvä  [laji|laji] tai suku, jonka kromosomimäärä on kaksin- tai moninkertaistunut%Allopolyploidian tyyppejä ovat mm. allotetraploidia (ks.  [allotetraploidi|allotetraploidi]), alloheksaploidia (kromosomimääsä kuusinkertaistunut) ja allo-oktoploidia (kromosomimääsä kahdeksankertaistunut).%FN2004, BS2001%Kasviekologia, kasvityyppi%%
1529%allotetraploidi%kahden eri diploidilajin risteytymisessä syntyvä  [laji|laji] tai suku, jonka kromosomimäärä on kaksinkertaistunut%Ks.  [allopolyploidi|allopolyploidi].%FN2004, BS2001%Kasviekologia, kasvityyppi%%
1611%kalkinvaatija% [kasvilaji|kasvilaji], joka kasvaakseen vaatii korkean pH-arvon omaavaa kasvualustaa%Kalkinvaatijat edellyttävät kasvualustaltaan korkeampaa pH-arvoa kuin muut  [kalkinsuosija|kalkinsuosijat].%FN2004%Kasviekologia, kasvityyppi%%
1614%kalkinsuosija% [kasvilaji|kasvilaji], joka suosii runsaskalkkista, happamuudeltaan neutraalia tai emäksistä kasvualustaa%Kalsiumia (Ca2+) on yleensä saatavissa ympäristössä riittävästi, mutta sen runsaus vähentää maaperän happamuutta, parantaa muiden ravinteiden saatavuutta ja kuohkeuttaa maata. Äärimmäisiä happamuuden karttajia kutsutaan  [kalkinvaatija|kalkinvaatijoiksi]. Kalkinsuosijoita tai -vaatijoita ovat Suomessa mm. lettovilla ja monet kämmekkälajit sekä taikinamarja ja näsiä.%FN2004, SLT2006, BS2001%Kasviekologia, kasvityyppi%%
1661%kalkinkarttaja% [kasvilaji|kasvilaji], joka karttaa kalkkipitoista, happamuudeltaan emäksistä kasvualustaa%Kalkinkarttajat suosivat yleensä hapanta kasvualustaa. Esimerkki kalkinkarttajasta on alppiruusu.%FN2004, SLT2006, BS2001%Kasviekologia, kasvityyppi%%
1681%satunnaistulokas% [vakinainen|tulokas], joka häviää esiintymisalueeltaan lyhyen esiintymisjakson jälkeen%Satunnaistulokkaat voivat esimerkiksi hävitä alueelta ensimmäisen sukupolven jälkeen, tai niiden esiintyminen alueella voi olla muualta saapuvien leviäimien varassa.%Piirainen, FN2004, SLT2006%Kasviekologia, kasvityyppi%%
1687%irtokeijuja% [vesikasvi|vesikasvi], joka kasvaa upoksissa veden pinnan ja pohjan välillä eikä ole juurtunut pohjaan%%RK1998, FN2004%Kasviekologia, kasvityyppi%%
1723%yleinen% [laji|laji], jonka esiintymisalueiden yhteenlaskettu pinta-ala on suuri tai jota esiintyy useilla eri alueilla%Yleiset lajit asettavat tyypillisesti niukasti vaatimuksia elinympäristölleen, joten niitä tavataan monissa erilaisissa elinympäristöissä.%FN2004%Kasviekologia, kasvityyppi%%
1780%kesävihanta% [kasvi|kasvi], jonka lehdet elävät vain yhden kasvukauden%Kesävihannat kasvit pudottavat lehtensä juuri ennen epäsuotuisan vuodenajan alkua välttääkseen kuivumista tai paleltumista.%RK1998, FN2004, Väre, OKT2005%Kasviekologia, kasvityyppi%%
1819%päivänvalossa kukkiva% [kasvi|kasvi], jonka kukka avautuu vain valossa%%FN2004, BS2001%Kasviekologia, kasvityyppi%%
1856%uhanalainen% [laji|laji], joka on vaarassa kadota esiintymisalueeltaan tai kuolla sukupuuttoon%Laji saattaa olla uhanalainen siksi, että se koostuu hyvin pienestä määrästä yksilöitä (vrt.  [harvinainen|harvinainen]) ja/tai siksi, että sitä uhkaavat ympäristötekijät. Uhanalaisuuteen johtavana tekijänä on tyypillisesti ihmisen välitön tai välillinen toiminta, toisinaan myös ihmisestä riippumattomat tekijät.%FN2004, BS2001%Kasviekologia, kasvityyppi%%
1865%satunnainen% [laji|laji], jota esiintyy alueella vain lyhyen aikaa%Satunnaiset kasvit voivat esiintyä alueella esimerkiksi vain yhden kesän tai muutaman vuoden. Satunnaiset kasvit voivat olla esimerkiksi  [tulokas|]viljelyperäisiä kasveja tai muita  [tulokas|tulokkaita].Englannin termillä ephemeral voidaan viitata satunnaisten lajien lisäksi käsitteeseen " [lyhytaikainen|lyhytikäinen]".%FN2004, BS2001, SPK2005%Kasviekologia, kasvityyppi%%
1869%maanpäällinen% [kasvilaji|kasvilaji], jolla sirkkalehdet nousevat itämisvaiheessa maan pinnalle%%FN2004, SJ2011, BS2001%Kasviekologia, kasvityyppi%%
1872%päällyskasvi% [kasvi|kasvi] tai sieni, joka kasvaa toisen kasvin pinnalla%Päällyskasvi voi kasvaa esimerkiksi toisen kasvin rungolla, oksalla tai lehdillä; esimerkiksi puiden rungoilla kasvavat sammaleet. Päällyskasvi ei ota ravintoa isäntäkasvistaan (vrt.  [loiskasvi|loiskasvi]) tai muuten vahingoita sitä.%FN2004, SLT2006, Kalela1971, Väre, BS2001%Kasviekologia, kasvityyppi%%
1987%kerran kukkiva% [kasvi|kasvi], joka kukkii vain kerran elämänkiertonsa aikana%Kerran kukkivilla kasveilla verso kuolee kukinnan jälkeen ja siementen kypsyttyä. Kerran kukkivat kasvit voivat olla  [yksivuotinen|yksivuotisia],  [kaksivuotinen|kaksivuotisia] tai  [monivuotinen|monivuotisia].%FN2004, Väre, Kalela1971, BS2001%Kasviekologia, kasvityyppi%%
1994%ilmaversoinen% [vesikasvi|vesikasvi], jonka varsi ja lehdet ovat pääosin veden pinnan yläpuolella, mutta talvehtimissilmut veden alla%%SLT2006, FN2004, BS2001%Kasviekologia, kasvityyppi%%
2028%vesikasvi%vedessä upoksissa tai kelluen kasvava  [kasvi|kasvi]%Vesikasvien silmut talvehtivat veden pohjassa.%FN2004, SLT2006, BS2001%Kasviekologia, kasvityyppi%%
2042%välinpitämätön% [laji|laji], jolla ei ole erityisiä vaatimuksia elinympäristön jonkin tekijän suhteen%Lajin välinpitämättömyys voi liittyä esimerkiksi elinympäristön pH-arvoon.%FN2004, BS2001%Kasviekologia, kasvityyppi%%
2052%lajinsisäinen%saman  [laji|lajin] yksilöiden välinen%Esimerkiksi kilpailu tai soidin voi olla lajinsisäinen.%FN2004, BS2001%Kasviekologia, kasvityyppi%%
2064%tahaton tulokas% [tulokas|tulokas], jonka alueelle saapuminen on tapahtunut ihmisen tarkoittamatta%%FN2004%Kasviekologia, kasvityyppi%%
2108%irtokelluja% [vesikasvi|vesikasvi], joka kelluu vapaasti veden pinnalla eikä ole juurtunut pohjaan%%RK1998, Piirainen, FN2004, SLT2006, BS2001%Kasviekologia, kasvityyppi%%
2123%paikallinen% [laji|laji], jota esiintyy tarkasteltavalla, suhteellisen suppealla alueella tai joka on siellä runsaslukuinen mutta muualla vähälukuinen%Ks. myos %FN2004%Kasviekologia, kasvityyppi%%
2185%luontainen% [laji|laji], joka kuuluu esiintymisalueensa  [alkuperäinen|alkuperäiseen] lajistoon%%SLT2006, Piirainen, FN2004%Kasviekologia, kasvityyppi%%
2186%kotiutunut% [laji|laji], joka on saapunut tarkastelun kohteena olevalle alueelle sen ulkopuolelta ja on tullut siellä  [vakinainen|vakinaiseksi] niin, että sitä voidaan pitää alueen lajistoon kuuluvana%%FN2004%Kasviekologia, kasvityyppi%%
2191%uustulokas% [tulokas|tulokas], joka on saapunut alueelle myöhemmin kuin  [muinaistulokas|muinaistulokkaat] omille kasvualueilleen%Pohjoismaissa uustulokkaina pidetään 1600-luvun alkupuolen jälkeen saapuneita kasveja ja lajeja. Näennäisesti uustulokkaat kuuluvat kasvualueensa alkuperäiskasvistoon.%FN2004, Piirainen, SLT2006%Kasviekologia, kasvityyppi%%
2196%öisin kukkiva% [kasvi|kasvi], jonka kukka avautuu vain täyttä päivänvaloa hämärämmässä%%FN2004%Kasviekologia, kasvityyppi%%
2224%tilapäinen% [laji|laji], jota esiintyy alueella toisinaan tai paikoitellen%%FN2004%Kasviekologia, kasvityyppi%%
2331%sotatulokas% [tulokas|tulokas], joka on saapunut alueelle sotajoukkojen mukana%%Piirainen, FN2004, SLT2006%Kasviekologia, kasvityyppi%%
2356%alkuperäinen% [laji|laji], joka on saapunut esiintymisalueelleen ilman ihmisen vaikutusta%%FN2004, Piirainen%Kasviekologia, kasvityyppi%%
2390%harvinainen% [laji|laji], jonka esiintymisalueiden yhteenlaskettu pinta-ala on pieni tai jota esiintyy vain harvoilla alueilla%Harvinaiset lajit asettavat tyypillisesti runsaasti vaatimuksia elinympäristölleen, joten niitä tavataan vain tietyntyyppisissä elinympäristöissä. Käsite "harvinainen" on eri kuin käsite "vähälukuinen". Harvinainen laji (jota esiintyy esimerkiksi vain yhdellä alueella) voi olla esiintymisalueellaan runsaslukuinen.%FN2004%Kasviekologia, kasvityyppi%%
2404%jäänne% [laji|laji], joka on aiemmin ollut laajalle levinnyt, kohdannut epäedullisia olosuhteita, selvinnyt niistä ja elää nykyisin yhdellä tai muutamalla suppealla alueella%Suomessa tyypillisiä ovat jääkauden jälkeiset reliktilajit (glasiaalireliktit), joista eläinreliktejä ovat mm. saimaannorppa (alalaji), härkäsimppu, kilkki ja valkokatka ja kasvireliktejä mm. Kuusamossa tavattavat lapinvuokko, kultarikko ja arnikki.%FN2004, SLT2006, Väre, BS2001%Kasviekologia, kasvityyppi%%
2408%vakinainen% [laji|laji], joka elää alueella pysyvästi tuottaen jälkeläisiä tai leviten voimakkaasti%%FN2004%Kasviekologia, kasvityyppi%%
2452%varjokasvi% [kasvilaji|kasvilaji], joka suosii vähävaloista elinympäristöä%%FN2004%Kasviekologia, kasvityyppi%%
2458%toissijainen% [kasvillisuus|kasvillisuus], joka ihmisen toiminnan vaikutuksesta korvaa  [alkuperäinen|alkuperäisen] kasvillisuuden%%FN2004%Kasviekologia, kasvityyppi%%
2470%kulttuurivaikutteinen% [kasvillisuus|kasvillisuus], joka kasvaa alueella ilman että ihminen on sitä kylvänyt tai istuttanut mutta johon ihminen soveltaa hoitotoimenpiteitä%Ihmisen toimenpiteet voivat olla esimerkiksi luonnonniityn lannoitusta tai kastelua.%FN2004%Kasviekologia, kasvityyppi%%
2583%sama-alueinen% [populaatio|populaatio], joka elää maantieteellisesti samalla alueella kuin vertailukohtana oleva%Ks. myos vieruskäsite:  [allopatrinen|allopatrinen]%FN2004, BS2001%Kasviekologia, kasvityyppi%%
2925%patjakasvi% [laji|kasvi], joka kasvattaa puolipallomaisen tai patjamaisen versoston%Patjakasvit ovat monivuotisia ruohoja tai varpuja, joiden alaosasta tiheähaareinen ja lyhytnivelvälinen versosto on patjamainen tai puolipallomainen. Patjakasveja on erityisesti arktisilla alueilla (esim. tunturit), alpiinisessa vyöhykkeessä (esim. vuoristojen lakiosat) ja aavikoilla. Kasvumuoto on edullinen vaikeissa olosuhteissa, joissa kasvi on ajoittain alttiina kylmyydelle ilman suojaa. Tyypillinen suomalainen patjakasvi on uuvana (Diapensia lapponica).%Kalela1971, SLT2006, BS2001%Kasviekologia, kasvityyppi%%
2990%epiliittinen% [eliö|eliö], joka elää kiven pinnalla%Epiliittisiä ovat esimerkiksi sammalet ja jäkälät; vedessä esimerkiksi monet levät ja sammaleläimet.%SJ2011, SLT2006, BS2001%Kasviekologia, kasvityyppi%%
3480%alkuperäiskasvi% [kasvi|kasvi], joka on saapunut esiintymisalueelleen ilman ihmisen vaikutusta%%SLT2006%Kasviekologia, kasvityyppi%%
3487%aluskasvillisuus% [kasvillisuus|kasvillisuus], joka muodostaa kerroksellisen kasviyhdyskunnan alimman osan%Aluskasvillisuus muodostuu kenttä- ja pohjakerroksesta, ja sen yläpuolella ovat puu- ja pensaskerrokset. Eri metsätyyppien aluskasvillisuudessa on huomattavia eroja, joten aluskasvillisuuden lajistolla ja rakenteella on keskeinen merkitys metsätyyppien luokituksessa. Kangasmetsien luokittelun ns. perussarjassa erotetaan mm. kuiva ja karu jäkälätyypin ryhmä (karukkokankaat) sekä huomattavasti rehevämpi käenkaali-mustikkatyypin ryhmä (lehtomaiset kankaat).%SLT2006%Kasviekologia, kasvityyppi%%
3513%avainlaji% [ekosysteemi|ekosysteemin] tai  [eliöyhteisö|eliöyhteisön] toimintaan voimakkaasti vaikuttava  [laji|laji]%Avainlajit ovat ekosysteemin tai eliöyhteisön toiminnan, pysyvyyden tai monimuotoisuuden kannalta keskeisemmässsä asemassa kuin muut lajit. Avainlajin kannan romahtamisen voi olettaa johtavan poikkeuksellisen suuriin muutoksiin. Usein avainlaji on runsaslukuinen ekosysteemissän. Toisinaan kuitenkin myös harvalukuinen, tavallisesti suurikokoinen laji, voi olla avainlaji. Esimerkiksi haapa on avainlaji, josta riippuvaisten eläinten määrä on suuri. Haavikoiden vähentyminen Suomessa on johtanut siihen, että suuri joukko haavasta riippuvaisia lajeja on  [uhanalainen|uhanalaisia].%SLT2006, BS2001%Kasviekologia, kasvityyppi%%
3530%direktiivilaji% [kasvilaji|kasvilaji], joka on mainittu Euroopan unionin luontodirektiivin liitteessä II, IV tai V %Direktiivilajeja on yhteensä 45, ja niistä putkilokasveja on 32 ja sammalia 13. Liitteessä V on lisäksi mainittu suomalaisista lajeista riidenlieot, hohkasammal, rahkasammalet ja poronjäkälät.%SLT2006%Kasviekologia, kasvityyppi%%
3536%dyynikasvillisuus%lentohiekkaharjanteilla kasvava  [kasvillisuus|kasvillisuus]%%SLT2006%Kasviekologia, kasvityyppi%%
3637%harjukasvillisuus%harjuilla kasvava  [kasvillisuus|kasvillisuus]%Harjujen etelärinteillä esiintyy tavallista monimuotoisempaa ja vaateliaampaa kasvillisuutta, joka menestyy siellä, koska harjujen rinteillä maaperä- ja pienilmasto-olot ovat paremmat kuin tavallisilla metsämailla.%SLT2006, BS2001%Kasviekologia, kasvityyppi%%
3672%kulttuurinkarttaja% [kasvi|kasvi], joka kärsii ihmisen toiminnasta%Kulttuurinkarttajat voivat harvinaistua tai jopa paikoin tuhoutua ihmisen toiminnan vaikutuksesta%SLT2006, BS2001%Kasviekologia, kasvityyppi%%
3910%kesäpuu%puun vuosilustoon kasvukauden loppupuolella syntyvä, pienistä soluista muodostuva osa%Kesällä kasvu on hitaampaa kuin keväällä ja kesällä muodostuneet solut pienempiä kuin keväällä muodostuneet (ks.  [kevätpuu|kevätpuu]). Kesäpuu näkyy varsinkin havupuiden poikkileikkauksessa tummina renkaina.%SLT2006, BS2001%Kasviekologia, kasvityyppi%%
3919%kevätpuu%puun vuosilustoon kasvukauden alussa syntyvä, suurista soluista muodostuva osa%Keväällä puusolukon kasvu on nopeinta ja solut suurimpia. Kesällä solut pienenevät (ks.  [kesäpuu|kesäpuu]), kunnes kasvu kokonaan loppuu. Kevätpuu näkyy varsinkin havupuiden poikkileikkauksessa vaaleampina renkaina.%SLT2006, BS2001%Kasviekologia, kasvityyppi%%
3988%kosteikkokasvi% [kasvi|kasvi], joka suosii kosteaa elinympäristöä%Kosteikkokasveja ovat esimerkiksi monet trooppisen sademetsän tai lehtometsän aluskasvillisuuden kasvit. Kostekkokasveilla on ns. hygromorfisia rakennepiirteitä piirteitä, jotka edistävät veden haihtumista.%SLT2006, BS2001%Kasviekologia, kasvityyppi%%
