käsite%teksti
aivomato%BS2001: "aivomato vermis cerebelli selkärankaisten pikkuaivopuoliskojen välinen pariton osa, joka päältäpäin katsottuna antaa matomaisen vaikutelman; syn. pikkuaivomato. "
aivonesteviemäri%BS2001: "aivonesteviemäri aqueduct of cerebrum/ me sen cephalon (aqueductus cerebri/Sylvii) kolmannen ja neljännen aivokammion yhdistävä ohut käytävä keskiaivojen sisällä. "
aivopoimu%BS2001: "aivopoimu gyrus mon. gyri, selkärankaisten etuaivojen (isoaivojen) pinnan poimumainen kohouma (gyrus cerebri) tai pikkuaivojen vastaava muodostuma (gyrus cerebelli). Poimuja (gyri) on esim. kädellisten aivoissa runsaasti, ja niitä erottavat toisistaan aivouurteet (sulci). "
aivokurkiainen%BS2001: "aivokurkiainen (corpus) callosum selkärankaisten etuaivopuoliskoja yhdistävä aivokudos, joka on muodostunut poikittaisista ydintupellisista hermosyistä; näkyy aivojen halkileikkauksessa pitkittäisenä valkean aineen kuviona. Ks. etuaivot. "\nBS2001: "corpus callosum (engl. lat. callus = paksu nahka) aivokurkiainen. "
aivolisäke%BS2001: "aivolisäke pituitary (gland/body) (lat. hypophysis) selkärankaisten väliaivojen pohjaan var-siosastaan kiinnittynyt sisäeritteinen rauhanen, hypofyysi. Sekä rakenteellisesti että toiminnallisesti se on kaksiosainen; etuosan muodostaa adenohypofyysi, takaosan neurohypofyysi eli takalohko. "
aivopuolisko%BS2001: "aivopuolisko 1. engl. cerebral hemisphere selkärankaisten vasen ja oikea etuaivopuolisko, isoaivopuolisko; ainakin ihmisellä vasen aivopuolisko on yleensä hallitseva aivopuolisko (dominant hemisphere), mikä näkyy esim. oikeakätisyytenä ja oikeajalkaisuutena. Isoaivopuoliskoilla näyttää olevan laajempaakin työnjakoa. Vasen puolisko ohjaa mm. puhetta (sanojen, tavujen ja numeroiden käyttöä) sekä loogista ajattelua. Oikea puolisko toimii mm. ympäristön tulkitsemisessa, kuten esineiden muodon ja aseman määrittelyssä. Siten oikea puolisko on tärkeä esim. kuvaamataiteen ja musiikin tekemisessä ja ymmärtämisessä. Aivopuoliskot ovat kuitenkin yleensä yhteistoiminnassa; 2. engl. cerebellar hemisphere, pikkuaivopuolisko; selkärankaisten pikkuaivojen vasen ja oikea aivopuolisko. Niiden väliin jää pariton alue, aivomato. "
aivorakkula%BS2001: "aivorakkula cerebral vesicle primary brain vesicle, selkärankaisalkion kehittyvien aivojen osa; ensin osia on kaksi, archencephalon ja deuterencephalon, myöhemmin kolme, prosencephalon, mesencephalon ja rhombencephalon. "
aivorunko%BS2001: "aivorunko brain stem aivojen runko-osa, jo-hon luetaan keskiaivot, aivosilta sekä ydinjatke, toisinaan myös väliaivot, siis aivojen osista muut paitsi etu- ja pikkuaivot. "
aivo-selkäydinneste%BS2001: "aivo-selkäydinneste cerebrospinal fluid CSF (lat. liquour cerebrospinalis), selkärankaisten "
aivosilta%BS2001: "aivosilta pons selkärankaisten taka-aivojen alaosa (pikkuaivojen alla), joka muodostaa keskiaivojen ja ydinjatkeen välisen osan aivorunkoa; koostuu aivojen osien välisistä ydintupellisista hermosyistä. "
aivosirppi%BS2001: "aivosirppi falx, mon. falces, sirpinmuotoinen kovakalvon poimu aivopuoliskojen välissä; niitä ovat etuaivopuoliskojen välissä etuaivosirppi (ihmisen isoaivosirppi), falx cerebri, ja pikku-aivopuoliskojen välissä pikkuaivosirppi, falx cerebelli. "
aivosähkötoiminta%BS2001: "aivosähkötoiminta electrical activity of the brain kallon tai aivojen pinnalta tai suoraan aivokudoksesta aivosähkökäyrinä (elektroenkefalogrammit) mitattavissa oleva sähköfysiologinen toiminta; esim. aistitoimintaan liittyvät aivokuoren herätepotentiaalit (evoked potentials) ja aivojen erilaiset spontaanit toimintarytmit. "
aivot%BS2001: "aivot brain (lat. cerebrum encephalon, kreik. enkefalos), selkärankaisten keskushermostoputken laajentunut etupää, joka ottaa vastaan ja muokkaa aistimista tulevan informaation ja ääreishermoston ja hormonien toiminnan avulla säätelee muiden elinten toimintaa. Yksilönkehityksen aikana hermostoputkesta kehittyy ensin kolme aivorakkulaa, alkion etuaivot (prosencephalon), keskiaivot (mesencephalon) ja ruutuaivot (rhombencephalon). Jatkokehityksen aikana muodostuu viisi aivojen osaa kun ensimmäisestä ja kolmannesta rakkulasta kummastakin kehittyy kaksi osaa. Siten aikuisen aivot käsittävät seuraavat aivojen osat: 1) etuaivot (telencephalon, ihmisen isoaivot), 2) väliaivot (diencephalon), 3) keskiaivot (mesencephalon), 4) taka-aivot (metencephalon), jonka alaosaa sanotaan aivosillaksi (pons) ja yläosaa pikkuaivoiksi (cerebellum), ja 5) ydinjatke (myelencephalon eli medulla oblongata), jota eläin anatomiassa nimitetään usein peräaivoiksi. Yhdessä selkäytimen kanssa aivot muodostavat keskushermoston. "
aivoteltta%BS2001: "aivoteltta tentorium of cerebellum selkärankaisten pikkuaivojen päällä oleva kovan aivokalvon muodostama katos. "
aivoturso%BS2001: "aivoturso hippocampus hippocampus. "
